Time,F2_X,F2_Y,F2_Z
1731069104.93,6766.4,9899.6,0.0
1731069105.43,6766.5,9899.75,0.0
1731069105.93,6766.6,9899.9,0.0
1731069106.43,6766.7,9900.05,0.0
1731069106.93,6766.8,9900.2,0.0
1731069107.43,6766.9,9900.35,0.0
1731069107.93,6767.0,9900.5,0.0
1731069108.43,6767.1,9900.65,0.0
1731069108.93,6767.2,9900.8,0.0
1731069109.43,6767.3,9900.95,0.0
1731069109.93,6767.4,9901.1,0.0
1731069110.43,6767.5,9901.25,0.0
1731069110.94,6767.6,9901.4,0.0
1731069111.44,6767.7,9901.55,0.0
1731069111.94,6767.8,9901.7,0.0
1731069112.44,6767.9,9901.85,0.0
1731069112.94,6768.0,9902.0,0.0
1731069113.44,6768.1,9902.15,0.0
1731069113.94,6768.2,9902.3,0.0
1731069114.44,6768.3,9902.45,0.0
1731069114.94,6768.4,9902.6,0.0
1731069115.44,6768.5,9902.75,0.0
1731069115.94,6768.6,9902.9,0.0
1731069116.44,6768.7,9903.05,0.0
1731069116.94,6768.8,9903.2,0.0
1731069117.44,6768.9,9903.35,0.0
1731069117.94,6769.0,9903.5,0.0
1731069118.44,6769.1,9903.65,0.0
1731069118.94,6769.2,9903.8,0.0
1731069119.44,6769.3,9903.95,0.0
1731069119.95,6769.4,9904.1,0.0
1731069120.45,6769.5,9904.25,0.0
1731069120.95,6769.6,9904.4,0.0
1731069121.45,6769.7,9904.55,0.0
1731069121.95,6769.8,9904.7,0.0
1731069122.45,6769.9,9904.85,0.0
1731069122.95,6770.0,9905.0,0.0
1731069123.45,6770.1,9905.15,0.0
1731069123.95,6770.2,9905.3,0.0
1731069124.45,6770.3,9905.45,0.0
1731069124.95,6770.4,9905.6,0.0
1731069125.45,6770.5,9905.75,0.0
1731069125.95,6770.6,9905.9,0.0
1731069126.45,6770.7,9906.05,0.0
1731069126.95,6770.8,9906.2,0.0
1731069127.45,6770.9,9906.35,0.0
1731069127.95,6771.0,9906.5,0.0
1731069128.45,6771.1,9906.65,0.0
1731069128.95,6771.2,9906.8,0.0
1731069129.45,6771.3,9906.95,0.0
1731069129.95,6771.4,9907.1,0.0
1731069130.45,6771.5,9907.25,0.0
1731069130.96,6771.6,9907.4,0.0
1731069131.46,6771.7,9907.55,0.0
1731069131.96,6771.8,9907.7,0.0
1731069132.46,6771.9,9907.85,0.0
1731069132.96,6772.0,9908.0,0.0
1731069133.46,6772.1,9908.15,0.0
1731069133.96,6772.2,9908.3,0.0
1731069134.46,6772.3,9908.45,0.0
1731069134.96,6772.4,9908.6,0.0
1731069135.46,6772.5,9908.75,0.0
1731069135.96,6772.6,9908.9,0.0
1731069136.46,6772.7,9909.05,0.0
1731069136.96,6772.8,9909.2,0.0
1731069137.46,6772.9,9909.35,0.0
1731069137.96,6773.0,9909.5,0.0
1731069138.46,6773.1,9909.65,0.0
1731069138.96,6773.2,9909.8,0.0
1731069139.46,6773.3,9909.95,0.0
1731069139.96,6773.4,9910.1,0.0
1731069140.47,6773.5,9910.25,0.0
1731069140.97,6773.6,9910.4,0.0
1731069141.47,6773.7,9910.55,0.0
1731069141.97,6773.8,9910.7,0.0
1731069142.47,6773.9,9910.85,0.0
1731069142.97,6774.0,9911.0,0.0
1731069143.47,6774.1,9911.15,0.0
1731069143.97,6774.2,9911.3,0.0
1731069144.47,6774.3,9911.45,0.0
1731069144.97,6774.4,9911.6,0.0
1731069145.47,6774.5,9911.75,0.0
1731069145.97,6774.6,9911.9,0.0
1731069146.47,6774.7,9912.05,0.0
1731069146.97,6774.8,9912.2,0.0
1731069147.47,6774.9,9912.35,0.0
1731069147.97,6775.0,9912.5,0.0
1731069148.47,6775.1,9912.65,0.0
1731069148.97,6775.2,9912.8,0.0
1731069149.47,6775.3,9912.95,0.0
1731069149.98,6775.4,9913.1,0.0
1731069150.48,6775.5,9913.25,0.0
1731069150.98,6775.6,9913.4,0.0
1731069151.48,6775.7,9913.55,0.0
1731069151.98,6775.8,9913.7,0.0
1731069152.48,6775.9,9913.85,0.0
1731069152.98,6776.0,9914.0,0.0
1731069153.48,6776.1,9914.15,0.0
1731069153.98,6776.2,9914.3,0.0
1731069154.48,6776.3,9914.45,0.0
1731069154.98,6776.4,9914.6,0.0
1731069155.48,6776.5,9914.75,0.0
1731069155.98,6776.6,9914.9,0.0
1731069156.48,6776.7,9915.05,0.0
1731069156.98,6776.8,9915.2,0.0
1731069157.48,6776.9,9915.35,0.0
1731069157.99,6777.0,9915.5,0.0
1731069158.49,6777.1,9915.65,0.0
1731069158.99,6777.2,9915.8,0.0
1731069159.49,6777.3,9915.95,0.0
1731069159.99,6777.4,9916.1,0.0
1731069160.49,6777.5,9916.25,0.0
1731069160.99,6777.6,9916.4,0.0
1731069161.49,6777.7,9916.55,0.0
1731069161.99,6777.8,9916.7,0.0
1731069162.49,6777.9,9916.85,0.0
1731069162.99,6778.0,9917.0,0.0
1731069163.49,6778.1,9917.15,0.0
1731069163.99,6778.2,9917.3,0.0
1731069164.49,6778.3,9917.45,0.0
1731069164.99,6778.4,9917.6,0.0
1731069165.49,6778.5,9917.75,0.0
1731069165.99,6778.6,9917.9,0.0
1731069166.49,6778.7,9918.05,0.0
1731069166.99,6778.8,9918.2,0.0
1731069167.49,6778.9,9918.35,0.0
1731069168.0,6779.0,9918.5,0.0
1731069168.5,6779.1,9918.65,0.0
1731069169.0,6779.2,9918.8,0.0
1731069169.5,6779.3,9918.95,0.0
1731069170.0,6779.4,9919.1,0.0
1731069170.5,6779.5,9919.25,0.0
1731069171.0,6779.6,9919.4,0.0
1731069171.5,6779.7,9919.55,0.0
1731069172.0,6779.8,9919.7,0.0
1731069172.5,6779.9,9919.85,0.0
1731069173.0,6780.0,9920.0,0.0
1731069173.5,6780.1,9920.15,0.0
1731069174.0,6780.2,9920.3,0.0
1731069174.5,6780.3,9920.45,0.0
1731069175.0,6780.4,9920.6,0.0
1731069175.5,6780.5,9920.75,0.0
1731069176.0,6780.6,9920.9,0.0
1731069176.5,6780.7,9921.05,0.0
1731069177.0,6780.8,9921.2,0.0
1731069177.5,6780.9,9921.35,0.0
1731069178.01,6781.0,9921.5,0.0
1731069178.51,6781.1,9921.65,0.0
1731069179.01,6781.2,9921.8,0.0
1731069179.51,6781.3,9921.95,0.0
1731069180.01,6781.4,9922.1,0.0
1731069180.51,6781.5,9922.25,0.0
1731069181.01,6781.6,9922.4,0.0
1731069181.51,6781.7,9922.55,0.0
1731069182.01,6781.8,9922.7,0.0
1731069182.51,6781.9,9922.85,0.0
1731069183.01,6782.0,9923.0,0.0
1731069183.51,6782.1,9923.15,0.0
1731069184.01,6782.2,9923.3,0.0
1731069184.51,6782.3,9923.45,0.0
1731069185.01,6782.4,9923.6,0.0
1731069185.51,6782.5,9923.75,0.0
1731069186.01,6782.6,9923.9,0.0
1731069186.51,6782.7,9924.05,0.0
1731069187.01,6782.8,9924.2,0.0
1731069187.52,6782.9,9924.35,0.0
1731069188.02,6783.0,9924.5,0.0
1731069188.52,6783.1,9924.65,0.0
1731069189.02,6783.2,9924.8,0.0
1731069189.52,6783.3,9924.95,0.0
1731069190.02,6783.4,9925.1,0.0
1731069190.52,6783.5,9925.25,0.0
1731069191.02,6783.6,9925.4,0.0
1731069191.52,6783.7,9925.55,0.0
1731069192.02,6783.8,9925.7,0.0
1731069192.52,6783.9,9925.85,0.0
1731069193.02,6784.0,9926.0,0.0
1731069193.52,6784.1,9926.15,0.0
1731069194.02,6784.2,9926.3,0.0
1731069194.52,6784.3,9926.45,0.0
1731069195.02,6784.4,9926.6,0.0
1731069195.52,6784.5,9926.75,0.0
1731069196.03,6784.6,9926.9,0.0
1731069196.53,6784.7,9927.05,0.0
1731069197.03,6784.8,9927.2,0.0
1731069197.53,6784.9,9927.35,0.0
1731069198.03,6785.0,9927.5,0.0
1731069198.53,6785.1,9927.65,0.0
1731069199.03,6785.2,9927.8,0.0
1731069199.53,6785.3,9927.95,0.0
1731069200.03,6785.4,9928.1,0.0
1731069200.53,6785.5,9928.25,0.0
1731069201.03,6785.6,9928.4,0.0
1731069201.53,6785.7,9928.55,0.0
1731069202.03,6785.8,9928.7,0.0
1731069202.53,6785.9,9928.85,0.0
1731069203.03,6786.0,9929.0,0.0
1731069203.53,6786.1,9929.15,0.0
1731069204.03,6786.2,9929.3,0.0
1731069204.53,6786.3,9929.45,0.0
1731069205.03,6786.4,9929.6,0.0
1731069205.53,6786.5,9929.75,0.0
1731069206.03,6786.6,9929.9,0.0
1731069206.54,6786.7,9930.05,0.0
1731069207.04,6786.8,9930.2,0.0
1731069207.54,6786.9,9930.35,0.0
1731069208.04,6787.0,9930.5,0.0
1731069208.54,6787.1,9930.65,0.0
1731069209.04,6787.2,9930.8,0.0
1731069209.54,6787.3,9930.95,0.0
1731069210.04,6787.4,9931.1,0.0
1731069210.54,6787.5,9931.25,0.0
1731069211.04,6787.6,9931.4,0.0
1731069211.54,6787.7,9931.55,0.0
1731069212.04,6787.8,9931.7,0.0
1731069212.54,6787.9,9931.85,0.0
1731069213.04,6788.0,9932.0,0.0
1731069213.54,6788.1,9932.15,0.0
1731069214.04,6788.2,9932.3,0.0
1731069214.54,6788.3,9932.45,0.0
1731069215.04,6788.4,9932.6,0.0
1731069215.54,6788.5,9932.75,0.0
1731069216.04,6788.6,9932.9,0.0
1731069216.54,6788.7,9933.05,0.0
1731069217.05,6788.8,9933.2,0.0
1731069217.55,6788.9,9933.35,0.0
1731069218.05,6789.0,9933.5,0.0
1731069218.55,6789.1,9933.65,0.0
1731069219.05,6789.2,9933.8,0.0
1731069219.55,6789.3,9933.95,0.0
1731069220.05,6789.4,9934.1,0.0
1731069220.55,6789.5,9934.25,0.0
1731069221.05,6789.6,9934.4,0.0
1731069221.55,6789.7,9934.55,0.0
1731069222.05,6789.8,9934.7,0.0
1731069222.55,6789.9,9934.85,0.0
1731069223.05,6790.0,9935.0,0.0
1731069223.55,6790.1,9935.15,0.0
1731069224.05,6790.2,9935.3,0.0
1731069224.55,6790.3,9935.45,0.0
1731069225.05,6790.4,9935.6,0.0
1731069225.55,6790.5,9935.75,0.0
1731069226.05,6790.6,9935.9,0.0
1731069226.55,6790.7,9936.05,0.0
1731069227.05,6790.8,9936.2,0.0
1731069227.55,6790.9,9936.35,0.0
1731069228.05,6791.0,9936.5,0.0
1731069228.56,6791.1,9936.65,0.0
1731069229.06,6791.2,9936.8,0.0
1731069229.56,6791.3,9936.95,0.0
1731069230.06,6791.4,9937.1,0.0
1731069230.56,6791.5,9937.25,0.0
1731069231.06,6791.6,9937.4,0.0
1731069231.56,6791.7,9937.55,0.0
1731069232.06,6791.8,9937.7,0.0
1731069232.56,6791.9,9937.85,0.0
1731069233.06,6792.0,9938.0,0.0
1731069233.56,6792.1,9938.15,0.0
1731069234.06,6792.2,9938.3,0.0
1731069234.56,6792.3,9938.45,0.0
1731069235.06,6792.4,9938.6,0.0
1731069235.56,6792.5,9938.75,0.0
1731069236.06,6792.6,9938.9,0.0
1731069236.56,6792.7,9939.05,0.0
1731069237.06,6792.8,9939.2,0.0
1731069237.56,6792.9,9939.35,0.0
1731069238.06,6793.0,9939.5,0.0
1731069238.56,6793.1,9939.65,0.0
1731069239.06,6793.2,9939.8,0.0
1731069239.57,6793.3,9939.95,0.0
1731069240.07,6793.4,9940.1,0.0
1731069240.57,6793.5,9940.25,0.0
1731069241.07,6793.6,9940.4,0.0
1731069241.57,6793.7,9940.55,0.0
1731069242.07,6793.8,9940.7,0.0
1731069242.57,6793.9,9940.85,0.0
1731069243.07,6794.0,9941.0,0.0
1731069243.57,6794.1,9941.15,0.0
1731069244.07,6794.2,9941.3,0.0
1731069244.57,6794.3,9941.45,0.0
1731069245.07,6794.4,9941.6,0.0
1731069245.57,6794.5,9941.75,0.0
1731069246.07,6794.6,9941.9,0.0
1731069246.57,6794.7,9942.05,0.0
1731069247.07,6794.8,9942.2,0.0
1731069247.57,6794.9,9942.35,0.0
1731069248.07,6795.0,9942.5,0.0
1731069248.57,6795.1,9942.65,0.0
1731069249.07,6795.2,9942.8,0.0
1731069249.57,6795.3,9942.95,0.0
1731069250.07,6795.4,9943.1,0.0
1731069250.58,6795.5,9943.25,0.0
1731069251.08,6795.6,9943.4,0.0
1731069251.58,6795.7,9943.55,0.0
1731069252.08,6795.8,9943.7,0.0
1731069252.58,6795.9,9943.85,0.0
1731069253.08,6796.0,9944.0,0.0
1731069253.58,6796.1,9944.15,0.0
1731069254.08,6796.2,9944.3,0.0
1731069254.58,6796.3,9944.45,0.0
1731069255.08,6796.4,9944.6,0.0
1731069255.58,6796.5,9944.75,0.0
1731069256.08,6796.6,9944.9,0.0
1731069256.58,6796.7,9945.05,0.0
1731069257.08,6796.8,9945.2,0.0
1731069257.58,6796.9,9945.35,0.0
1731069258.08,6797.0,9945.5,0.0
1731069258.58,6797.1,9945.65,0.0
1731069259.08,6797.2,9945.8,0.0
1731069259.58,6797.3,9945.95,0.0
1731069260.09,6797.4,9946.1,0.0
1731069260.59,6797.5,9946.25,0.0
1731069261.09,6797.6,9946.4,0.0
1731069261.59,6797.7,9946.55,0.0
1731069262.09,6797.8,9946.7,0.0
1731069262.59,6797.9,9946.85,0.0
1731069263.09,6798.0,9947.0,0.0
1731069263.59,6798.1,9947.15,0.0
1731069264.09,6798.2,9947.3,0.0
1731069264.59,6798.3,9947.45,0.0
1731069265.09,6798.4,9947.6,0.0
1731069265.59,6798.5,9947.75,0.0
1731069266.09,6798.6,9947.9,0.0
1731069266.59,6798.7,9948.05,0.0
1731069267.09,6798.8,9948.2,0.0
1731069267.59,6798.9,9948.35,0.0
1731069268.09,6799.0,9948.5,0.0
1731069268.59,6799.1,9948.65,0.0
1731069269.09,6799.2,9948.8,0.0
1731069269.59,6799.3,9948.95,0.0
1731069270.09,6799.4,9949.1,0.0
1731069270.6,6799.5,9949.25,0.0
1731069271.1,6799.6,9949.4,0.0
1731069271.6,6799.7,9949.55,0.0
1731069272.1,6799.8,9949.7,0.0
1731069272.6,6799.9,9949.85,0.0
1731069273.11,6800.0,9950.0,0.0
1731069273.6,6800.1,9950.15,0.0
1731069274.1,6800.2,9950.3,0.0
1731069274.6,6800.3,9950.45,0.0
1731069275.1,6800.4,9950.6,0.0
1731069275.6,6800.5,9950.75,0.0
1731069276.1,6800.6,9950.9,0.0
1731069276.6,6800.7,9951.05,0.0
1731069277.1,6800.8,9951.2,0.0
1731069277.6,6800.9,9951.35,0.0
1731069278.1,6801.0,9951.5,0.0
1731069278.6,6801.1,9951.65,0.0
1731069279.1,6801.2,9951.8,0.0
1731069279.6,6801.3,9951.95,0.0
1731069280.1,6801.4,9952.1,0.0
1731069280.6,6801.5,9952.25,0.0
1731069281.11,6801.6,9952.4,0.0
1731069281.61,6801.7,9952.55,0.0
1731069282.11,6801.8,9952.7,0.0
1731069282.61,6801.9,9952.85,0.0
1731069283.11,6802.0,9953.0,0.0
1731069283.61,6802.1,9953.15,0.0
1731069284.11,6802.2,9953.3,0.0
1731069284.61,6802.3,9953.45,0.0
1731069285.11,6802.4,9953.6,0.0
1731069285.61,6802.5,9953.75,0.0
1731069286.11,6802.6,9953.9,0.0
1731069286.61,6802.7,9954.05,0.0
1731069287.11,6802.8,9954.2,0.0
1731069287.61,6802.9,9954.35,0.0
1731069288.11,6803.0,9954.5,0.0
1731069288.61,6803.1,9954.65,0.0
1731069289.11,6803.2,9954.8,0.0
1731069289.61,6803.3,9954.95,0.0
1731069290.11,6803.4,9955.1,0.0
1731069290.61,6803.5,9955.25,0.0
1731069291.11,6803.6,9955.4,0.0
1731069291.62,6803.7,9955.55,0.0
1731069292.12,6803.8,9955.7,0.0
1731069292.62,6803.9,9955.85,0.0
1731069293.12,6804.0,9956.0,0.0
1731069293.62,6804.1,9956.15,0.0
1731069294.12,6804.2,9956.3,0.0
1731069294.62,6804.3,9956.45,0.0
1731069295.12,6804.4,9956.6,0.0
1731069295.62,6804.5,9956.75,0.0
1731069296.12,6804.6,9956.9,0.0
1731069296.62,6804.7,9957.05,0.0
1731069297.12,6804.8,9957.2,0.0
1731069297.62,6804.9,9957.35,0.0
1731069298.12,6805.0,9957.5,0.0
1731069298.62,6805.1,9957.65,0.0
1731069299.12,6805.2,9957.8,0.0
1731069299.62,6805.3,9957.95,0.0
1731069300.12,6805.4,9958.1,0.0
1731069300.62,6805.5,9958.25,0.0
1731069301.12,6805.6,9958.4,0.0
1731069301.62,6805.7,9958.55,0.0
1731069302.12,6805.8,9958.7,0.0
1731069302.63,6805.9,9958.85,0.0
1731069303.13,6806.0,9959.0,0.0
1731069303.63,6806.1,9959.15,0.0
1731069304.13,6806.2,9959.3,0.0
1731069304.63,6806.3,9959.45,0.0
1731069305.13,6806.4,9959.6,0.0
1731069305.63,6806.5,9959.75,0.0
1731069306.13,6806.6,9959.9,0.0
1731069306.63,6806.7,9960.05,0.0
1731069307.13,6806.8,9960.2,0.0
1731069307.63,6806.9,9960.35,0.0
1731069308.13,6807.0,9960.5,0.0
1731069308.63,6807.1,9960.65,0.0
1731069309.13,6807.2,9960.8,0.0
1731069309.63,6807.3,9960.95,0.0
1731069310.13,6807.4,9961.1,0.0
1731069310.63,6807.5,9961.25,0.0
1731069311.13,6807.6,9961.4,0.0
1731069311.63,6807.7,9961.55,0.0
1731069312.13,6807.8,9961.7,0.0
1731069312.64,6807.9,9961.85,0.0
1731069313.14,6808.0,9962.0,0.0
1731069313.64,6808.1,9962.15,0.0
1731069314.14,6808.2,9962.3,0.0
1731069314.64,6808.3,9962.45,0.0
1731069315.14,6808.4,9962.6,0.0
1731069315.64,6808.5,9962.75,0.0
1731069316.14,6808.6,9962.9,0.0
1731069316.64,6808.7,9963.05,0.0
1731069317.14,6808.8,9963.2,0.0
1731069317.64,6808.9,9963.35,0.0
1731069318.14,6809.0,9963.5,0.0
1731069318.64,6809.1,9963.65,0.0
1731069319.14,6809.2,9963.8,0.0
1731069319.64,6809.3,9963.95,0.0
1731069320.14,6809.4,9964.1,0.0
1731069320.64,6809.5,9964.25,0.0
1731069321.14,6809.6,9964.4,0.0
1731069321.65,6809.7,9964.55,0.0
1731069322.15,6809.8,9964.7,0.0
1731069322.65,6809.9,9964.85,0.0
1731069323.15,6810.0,9965.0,0.0
1731069323.65,6810.1,9965.15,0.0
1731069324.15,6810.2,9965.3,0.0
1731069324.65,6810.3,9965.45,0.0
1731069325.15,6810.4,9965.6,0.0
1731069325.65,6810.5,9965.75,0.0
1731069326.15,6810.6,9965.9,0.0
1731069326.65,6810.7,9966.05,0.0
1731069327.15,6810.8,9966.2,0.0
1731069327.65,6810.9,9966.35,0.0
1731069328.15,6811.0,9966.5,0.0
1731069328.65,6811.1,9966.65,0.0
1731069329.15,6811.2,9966.8,0.0
1731069329.65,6811.3,9966.95,0.0
1731069330.15,6811.4,9967.1,0.0
1731069330.65,6811.5,9967.25,0.0
1731069331.15,6811.6,9967.4,0.0
1731069331.66,6811.7,9967.55,0.0
1731069332.16,6811.8,9967.7,0.0
1731069332.66,6811.9,9967.85,0.0
1731069333.16,6812.0,9968.0,0.0
1731069333.66,6812.1,9968.15,0.0
1731069334.16,6812.2,9968.3,0.0
1731069334.66,6812.3,9968.45,0.0
1731069335.16,6812.4,9968.6,0.0
1731069335.66,6812.5,9968.75,0.0
1731069336.16,6812.6,9968.9,0.0
1731069336.66,6812.7,9969.05,0.0
1731069337.16,6812.8,9969.2,0.0
1731069337.66,6812.9,9969.35,0.0
1731069338.16,6813.0,9969.5,0.0
1731069338.66,6813.1,9969.65,0.0
1731069339.16,6813.2,9969.8,0.0
1731069339.66,6813.3,9969.95,0.0
1731069340.16,6813.4,9970.1,0.0
1731069340.66,6813.5,9970.25,0.0
1731069341.16,6813.6,9970.4,0.0
1731069341.66,6813.7,9970.55,0.0
1731069342.16,6813.8,9970.7,0.0
1731069342.66,6813.9,9970.85,0.0
1731069343.17,6814.0,9971.0,0.0
1731069343.67,6814.1,9971.15,0.0
1731069344.17,6814.2,9971.3,0.0
1731069344.67,6814.3,9971.45,0.0
1731069345.17,6814.4,9971.6,0.0
1731069345.67,6814.5,9971.75,0.0
1731069346.17,6814.6,9971.9,0.0
1731069346.67,6814.7,9972.05,0.0
1731069347.17,6814.8,9972.2,0.0
1731069347.67,6814.9,9972.35,0.0
1731069348.17,6815.0,9972.5,0.0
1731069348.67,6815.1,9972.65,0.0
1731069349.17,6815.2,9972.8,0.0
1731069349.67,6815.3,9972.95,0.0
1731069350.17,6815.4,9973.1,0.0
1731069350.67,6815.5,9973.25,0.0
1731069351.18,6815.6,9973.4,0.0
1731069351.67,6815.7,9973.55,0.0
1731069352.17,6815.8,9973.7,0.0
1731069352.68,6815.9,9973.85,0.0
1731069353.18,6816.0,9974.0,0.0
1731069353.68,6816.1,9974.15,0.0
1731069354.18,6816.2,9974.3,0.0
1731069354.68,6816.3,9974.45,0.0
1731069355.18,6816.4,9974.6,0.0
1731069355.68,6816.5,9974.75,0.0
1731069356.18,6816.6,9974.9,0.0
1731069356.68,6816.7,9975.05,0.0
1731069357.18,6816.8,9975.2,0.0
1731069357.68,6816.9,9975.35,0.0
1731069358.18,6817.0,9975.5,0.0
1731069358.68,6817.1,9975.65,0.0
1731069359.18,6817.2,9975.8,0.0
1731069359.68,6817.3,9975.95,0.0
1731069360.18,6817.4,9976.1,0.0
1731069360.68,6817.5,9976.25,0.0
1731069361.18,6817.6,9976.4,0.0
1731069361.68,6817.7,9976.55,0.0
1731069362.18,6817.8,9976.7,0.0
1731069362.68,6817.9,9976.85,0.0
1731069363.19,6818.0,9977.0,0.0
1731069363.69,6818.1,9977.15,0.0
1731069364.19,6818.2,9977.3,0.0
1731069364.69,6818.3,9977.45,0.0
1731069365.19,6818.4,9977.6,0.0
1731069365.69,6818.5,9977.75,0.0
1731069366.19,6818.6,9977.9,0.0
1731069366.69,6818.7,9978.05,0.0
1731069367.19,6818.8,9978.2,0.0
1731069367.69,6818.9,9978.35,0.0
1731069368.19,6819.0,9978.5,0.0
1731069368.69,6819.1,9978.65,0.0
1731069369.19,6819.2,9978.8,0.0
1731069369.69,6819.3,9978.95,0.0
1731069370.19,6819.4,9979.1,0.0
1731069370.69,6819.5,9979.25,0.0
1731069371.19,6819.6,9979.4,0.0
1731069371.69,6819.7,9979.55,0.0
1731069372.19,6819.8,9979.7,0.0
1731069372.7,6819.9,9979.85,0.0
1731069373.2,6820.0,9980.0,0.0
1731069373.7,6820.1,9980.15,0.0
1731069374.2,6820.2,9980.3,0.0
1731069374.7,6820.3,9980.45,0.0
1731069375.2,6820.4,9980.6,0.0
1731069375.7,6820.5,9980.75,0.0
1731069376.2,6820.6,9980.9,0.0
1731069376.7,6820.7,9981.05,0.0
1731069377.2,6820.8,9981.2,0.0
1731069377.7,6820.9,9981.35,0.0
1731069378.2,6821.0,9981.5,0.0
1731069378.7,6821.1,9981.65,0.0
1731069379.2,6821.2,9981.8,0.0
1731069379.7,6821.3,9981.95,0.0
1731069380.2,6821.4,9982.1,0.0
1731069380.71,6821.5,9982.25,0.0
1731069381.21,6821.6,9982.4,0.0
1731069381.71,6821.7,9982.55,0.0
1731069382.21,6821.8,9982.7,0.0
1731069382.71,6821.9,9982.85,0.0
1731069383.21,6822.0,9983.0,0.0
1731069383.71,6822.1,9983.15,0.0
1731069384.21,6822.2,9983.3,0.0
1731069384.71,6822.3,9983.45,0.0
1731069385.21,6822.4,9983.6,0.0
1731069385.71,6822.5,9983.75,0.0
1731069386.21,6822.6,9983.9,0.0
1731069386.71,6822.7,9984.05,0.0
1731069387.21,6822.8,9984.2,0.0
1731069387.71,6822.9,9984.35,0.0
1731069388.21,6823.0,9984.5,0.0
1731069388.72,6823.1,9984.65,0.0
1731069389.22,6823.2,9984.8,0.0
1731069389.72,6823.3,9984.95,0.0
1731069390.22,6823.4,9985.1,0.0
1731069390.72,6823.5,9985.25,0.0
1731069391.22,6823.6,9985.4,0.0
1731069391.72,6823.7,9985.55,0.0
1731069392.22,6823.8,9985.7,0.0
1731069392.72,6823.9,9985.85,0.0
1731069393.22,6824.0,9986.0,0.0
1731069393.72,6824.1,9986.15,0.0
1731069394.22,6824.2,9986.3,0.0
1731069394.72,6824.3,9986.45,0.0
1731069395.22,6824.4,9986.6,0.0
1731069395.73,6824.5,9986.75,0.0
1731069396.22,6824.6,9986.9,0.0
1731069396.72,6824.7,9987.05,0.0
1731069397.22,6824.8,9987.2,0.0
1731069397.72,6824.9,9987.35,0.0
1731069398.22,6825.0,9987.5,0.0
1731069398.73,6825.1,9987.65,0.0
1731069399.23,6825.2,9987.8,0.0
1731069399.73,6825.3,9987.95,0.0
1731069400.23,6825.4,9988.1,0.0
1731069400.73,6825.5,9988.25,0.0
1731069401.23,6825.6,9988.4,0.0
1731069401.73,6825.7,9988.55,0.0
1731069402.23,6825.8,9988.7,0.0
1731069402.73,6825.9,9988.85,0.0
1731069403.23,6826.0,9989.0,0.0
1731069403.73,6826.1,9989.15,0.0
1731069404.23,6826.2,9989.3,0.0
1731069404.73,6826.3,9989.45,0.0
1731069405.23,6826.4,9989.6,0.0
1731069405.73,6826.5,9989.75,0.0
1731069406.23,6826.6,9989.9,0.0
1731069406.73,6826.7,9990.05,0.0
1731069407.23,6826.8,9990.2,0.0
1731069407.73,6826.9,9990.35,0.0
1731069408.23,6827.0,9990.5,0.0
1731069408.73,6827.1,9990.65,0.0
1731069409.23,6827.2,9990.8,0.0
1731069409.74,6827.3,9990.95,0.0
1731069410.23,6827.4,9991.1,0.0
1731069410.74,6827.5,9991.25,0.0
1731069411.24,6827.6,9991.4,0.0
1731069411.74,6827.7,9991.55,0.0
1731069412.24,6827.8,9991.7,0.0
1731069412.74,6827.9,9991.85,0.0
1731069413.24,6828.0,9992.0,0.0
1731069413.74,6828.1,9992.15,0.0
1731069414.24,6828.2,9992.3,0.0
1731069414.74,6828.3,9992.45,0.0
1731069415.24,6828.4,9992.6,0.0
1731069415.74,6828.5,9992.75,0.0
1731069416.24,6828.6,9992.9,0.0
1731069416.74,6828.7,9993.05,0.0
1731069417.25,6828.8,9993.2,0.0
1731069417.75,6828.9,9993.35,0.0
1731069418.25,6829.0,9993.5,0.0
1731069418.75,6829.1,9993.65,0.0
1731069419.25,6829.2,9993.8,0.0
1731069419.75,6829.3,9993.95,0.0
1731069420.25,6829.4,9994.1,0.0
1731069420.75,6829.5,9994.25,0.0
1731069421.25,6829.6,9994.4,0.0
1731069421.75,6829.7,9994.55,0.0
1731069422.25,6829.8,9994.7,0.0
1731069422.75,6829.9,9994.85,0.0
1731069423.26,6830.0,9995.0,0.0
1731069423.76,6830.1,9995.15,0.0
1731069424.26,6830.2,9995.3,0.0
1731069424.76,6830.3,9995.45,0.0
1731069425.26,6830.4,9995.6,0.0
1731069425.76,6830.5,9995.75,0.0
1731069426.26,6830.6,9995.9,0.0
1731069426.76,6830.7,9996.05,0.0
1731069427.26,6830.8,9996.2,0.0
1731069427.76,6830.9,9996.35,0.0
1731069428.26,6831.0,9996.5,0.0
1731069428.76,6831.1,9996.65,0.0
1731069429.26,6831.2,9996.8,0.0
1731069429.76,6831.3,9996.95,0.0
1731069430.26,6831.4,9997.1,0.0
1731069430.76,6831.5,9997.25,0.0
1731069431.26,6831.6,9997.4,0.0
1731069431.76,6831.7,9997.55,0.0
1731069432.26,6831.8,9997.7,0.0
1731069432.76,6831.9,9997.85,0.0
1731069433.26,6832.0,9998.0,0.0
1731069433.77,6832.1,9998.15,0.0
1731069434.27,6832.2,9998.3,0.0
1731069434.77,6832.3,9998.45,0.0
1731069435.27,6832.4,9998.6,0.0
1731069435.77,6832.5,9998.75,0.0
1731069436.27,6832.6,9998.9,0.0
1731069436.77,6832.7,9999.05,0.0
1731069437.27,6832.8,9999.2,0.0
