Time,Bitrate,Jitter,Datagrams,Delay,F2_X,F2_Y,F2_Z,C1_X,C1_Y,C1_Z,Distance
1731071782.23,8.32,1.14,0.0,2.39,7300.8,10701.2,0.0,6041.54,6522.02,0.0,4364.777339109064
1731071782.73,7.68,0.841,0.0,1.65,7300.9,10701.35,0.0,6041.67,6522.21,0.0,4364.730384857695
1731071783.23,8.32,1.458,0.0,2.38,7301.0,10701.5,0.0,6041.8,6522.4,0.0,4364.683430673982
1731071783.73,7.68,1.389,0.0,2.92,7301.1,10701.65,0.0,6041.93,6522.59,0.0,4364.6364765579265
1731071784.23,7.68,1.067,0.077,1.91,7301.2,10701.8,0.0,6042.06,6522.78,0.0,4364.589522509534
1731071784.73,7.68,0.969,0.0,1.79,7301.3,10701.95,0.0,6042.19,6522.97,0.0,4364.542568528803
1731071785.23,8.32,0.676,0.0,1.58,7301.4,10702.1,0.0,6042.32,6523.16,0.0,4364.495614615737
1731071785.73,7.68,1.479,0.0,1.68,7301.5,10702.25,0.0,6042.45,6523.35,0.0,4364.448660770338
1731071786.23,8.32,1.072,0.0,3.52,7301.6,10702.4,0.0,6042.58,6523.54,0.0,4364.4017069926085
1731071786.73,7.68,1.039,0.0,1.99,7301.7,10702.55,0.0,6042.71,6523.73,0.0,4364.3547532825505
1731071787.23,8.31,0.841,0.0,2.32,7301.8,10702.7,0.0,6042.84,6523.92,0.0,4364.307799640168
1731071787.73,7.68,0.838,0.0,1.51,7301.9,10702.85,0.0,6042.97,6524.11,0.0,4364.26084606546
1731071788.23,8.32,1.78,0.0,2.17,7302.0,10703.0,0.0,6043.1,6524.3,0.0,4364.2138925584295
1731071788.73,7.68,1.05,0.0,3.0,7302.1,10703.15,0.0,6043.23,6524.49,0.0,4364.16693911908
1731071789.23,7.68,0.944,0.0,1.73,7302.2,10703.3,0.0,6043.36,6524.68,0.0,4364.119985747412
1731071789.73,8.32,0.808,0.0,2.0,7302.3,10703.45,0.0,6043.49,6524.87,0.0,4364.073032443432
1731071790.23,8.32,0.775,0.0,1.91,7302.4,10703.6,0.0,6043.62,6525.06,0.0,4364.026079207135
1731071790.73,7.68,0.762,0.0,4.2,7302.5,10703.75,0.0,6043.75,6525.25,0.0,4363.979126038528
1731071791.23,7.68,0.981,0.0,1.95,7302.6,10703.9,0.0,6043.88,6525.44,0.0,4363.932172937613
1731071791.73,8.32,1.026,0.0,2.06,7302.7,10704.05,0.0,6044.01,6525.63,0.0,4363.885219904391
1731071792.23,8.32,0.7,0.0,2.33,7302.8,10704.2,0.0,6044.14,6525.82,0.0,4363.838266938867
1731071792.73,7.68,1.139,0.0,1.59,7302.9,10704.35,0.0,6044.27,6526.01,0.0,4363.7913140410365
1731071793.23,8.32,0.921,0.0,3.58,7303.0,10704.5,0.0,6044.4,6526.2,0.0,4363.744361210909
1731071793.73,7.68,1.076,0.0,3.42,7303.1,10704.65,0.0,6044.53,6526.39,0.0,4363.697408448482
1731071794.23,8.33,1.074,0.0,1.79,7303.2,10704.8,0.0,6044.66,6526.58,0.0,4363.65045575376
1731071794.73,7.68,0.624,0.0,2.42,7303.3,10704.95,0.0,6044.79,6526.77,0.0,4363.603503126746
1731071795.23,8.33,0.899,0.0,2.37,7303.4,10705.1,0.0,6044.92,6526.96,0.0,4363.5565505674385
1731071795.73,7.67,1.127,0.0,9.34,7303.5,10705.25,0.0,6045.05,6527.15,0.0,4363.509598075842
1731071796.23,8.32,1.151,0.0,2.33,7303.6,10705.4,0.0,6045.18,6527.34,0.0,4363.462645651959
1731071796.73,7.68,1.25,0.0,3.37,7303.7,10705.55,0.0,6045.31,6527.53,0.0,4363.415693295792
1731071797.23,8.32,0.634,0.0,2.49,7303.8,10705.7,0.0,6045.44,6527.72,0.0,4363.3687410073435
1731071797.73,7.68,1.031,0.0,2.39,7303.9,10705.85,0.0,6045.57,6527.91,0.0,4363.321788786613
1731071798.23,7.68,0.528,0.0,2.46,7304.0,10706.0,0.0,6045.7,6528.1,0.0,4363.274836633604
1731071798.73,8.32,1.254,0.0,2.03,7304.1,10706.15,0.0,6045.83,6528.29,0.0,4363.227884548319
1731071799.23,8.32,1.31,0.0,2.37,7304.2,10706.3,0.0,6045.96,6528.48,0.0,4363.18093253076
1731071799.73,7.68,0.686,0.0,1.75,7304.3,10706.45,0.0,6046.09,6528.67,0.0,4363.133980580932
1731071800.23,8.31,0.959,0.0,7.03,7304.4,10706.6,0.0,6046.22,6528.86,0.0,4363.087028698832
1731071800.73,7.69,0.529,0.0,1.65,7304.5,10706.75,0.0,6046.35,6529.05,0.0,4363.040076884465
1731071801.23,8.31,1.067,0.0,2.13,7304.6,10706.9,0.0,6046.48,6529.24,0.0,4362.993125137834
1731071801.73,7.68,1.241,0.0,2.68,7304.7,10707.05,0.0,6046.61,6529.43,0.0,4362.946173458939
1731071802.23,7.68,1.264,0.0,1.55,7304.8,10707.2,0.0,6046.74,6529.62,0.0,4362.899221847785
1731071802.73,8.32,1.485,0.0,2.95,7304.9,10707.35,0.0,6046.87,6529.81,0.0,4362.852270304371
1731071803.23,7.68,0.802,0.0,2.68,7305.0,10707.5,0.0,6047.0,6530.0,0.0,4362.8053188287
1731071803.73,8.32,1.424,0.0,1.63,7305.1,10707.65,0.0,6047.13,6530.19,0.0,4362.758367420777
1731071804.23,8.31,0.886,0.0,1.86,7305.2,10707.8,0.0,6047.26,6530.38,0.0,4362.7114160806
1731071804.73,7.69,0.825,0.0,5.98,7305.3,10707.95,0.0,6047.39,6530.57,0.0,4362.664464808176
1731071805.23,7.69,0.835,0.0,1.93,7305.4,10708.1,0.0,6047.52,6530.76,0.0,4362.617513603502
1731071805.73,8.31,0.562,0.0,1.72,7305.5,10708.25,0.0,6047.65,6530.95,0.0,4362.570562466583
1731071806.23,8.32,1.672,0.0,2.53,7305.6,10708.4,0.0,6047.78,6531.14,0.0,4362.5236113974215
1731071806.73,7.68,1.043,0.0,1.92,7305.7,10708.55,0.0,6047.91,6531.33,0.0,4362.476660396018
1731071807.23,8.32,1.013,0.0,1.91,7305.8,10708.7,0.0,6048.04,6531.52,0.0,4362.429709462377
1731071807.73,7.69,0.657,0.0,1.96,7305.9,10708.85,0.0,6048.17,6531.71,0.0,4362.382758596499
1731071808.23,8.31,0.644,0.0,1.97,7306.0,10709.0,0.0,6048.3,6531.9,0.0,4362.335807798387
1731071808.73,7.68,1.596,0.0,1.51,7306.1,10709.15,0.0,6048.43,6532.09,0.0,4362.288857068042
1731071809.23,8.32,0.997,0.0,2.08,7306.2,10709.3,0.0,6048.56,6532.28,0.0,4362.241906405467
1731071809.73,7.68,0.866,0.0,1.73,7306.3,10709.45,0.0,6048.69,6532.47,0.0,4362.194955810664
1731071810.23,8.32,0.579,0.0,1.99,7306.4,10709.6,0.0,6048.82,6532.66,0.0,4362.148005283636
1731071810.73,7.67,0.696,0.0,2.32,7306.5,10709.75,0.0,6048.95,6532.85,0.0,4362.101054824383
1731071811.23,7.69,0.977,0.0,1.7,7306.6,10709.9,0.0,6049.08,6533.04,0.0,4362.05410443291
1731071811.73,8.32,1.011,0.0,1.63,7306.7,10710.05,0.0,6049.21,6533.23,0.0,4362.0071541092175
1731071812.23,8.31,1.052,0.0,2.07,7306.8,10710.2,0.0,6049.34,6533.42,0.0,4361.960203853309
1731071812.73,7.68,0.803,0.0,2.11,7306.9,10710.35,0.0,6049.47,6533.61,0.0,4361.913253665185
1731071813.23,8.32,0.866,0.0,1.91,7307.0,10710.5,0.0,6049.6,6533.8,0.0,4361.866303544848
1731071813.73,7.68,1.061,0.0,2.77,7307.1,10710.65,0.0,6049.73,6533.99,0.0,4361.819353492302
1731071814.23,8.32,1.025,0.0,11.0,7307.2,10710.8,0.0,6049.86,6534.18,0.0,4361.772403507545
1731071814.73,7.68,1.207,0.0,2.97,7307.3,10710.95,0.0,6049.99,6534.37,0.0,4361.725453590587
1731071815.23,7.68,0.862,0.0,1.49,7307.4,10711.1,0.0,6050.12,6534.56,0.0,4361.67850374142
1731071815.73,8.32,1.098,0.0,1.92,7307.5,10711.25,0.0,6050.25,6534.75,0.0,4361.631553960055
1731071816.23,8.32,1.105,0.0,1.9,7307.6,10711.4,0.0,6050.38,6534.94,0.0,4361.584604246489
1731071816.73,7.68,1.099,0.0,1.9,7307.7,10711.55,0.0,6050.51,6535.13,0.0,4361.537654600726
1731071817.23,8.32,1.201,0.0,2.09,7307.8,10711.7,0.0,6050.64,6535.32,0.0,4361.490705022768
1731071817.73,7.68,0.788,0.0,1.94,7307.9,10711.85,0.0,6050.77,6535.51,0.0,4361.443755512617
1731071818.23,8.32,1.41,0.0,2.65,7308.0,10712.0,0.0,6050.9,6535.7,0.0,4361.3968060702755
1731071818.73,7.68,0.939,0.0,8.53,7308.1,10712.15,0.0,6051.03,6535.89,0.0,4361.349856695745
1731071819.23,8.32,0.988,0.0,1.95,7308.2,10712.3,0.0,6051.16,6536.08,0.0,4361.302907389028
1731071819.73,7.68,1.161,0.0,2.21,7308.3,10712.45,0.0,6051.29,6536.27,0.0,4361.25595815013
1731071820.23,8.32,0.654,0.0,1.9,7308.4,10712.6,0.0,6051.42,6536.46,0.0,4361.209008979047
1731071820.73,7.68,1.107,0.0,1.9,7308.5,10712.75,0.0,6051.55,6536.65,0.0,4361.162059875785
1731071821.23,8.32,0.68,0.0,2.42,7308.6,10712.9,0.0,6051.68,6536.84,0.0,4361.115110840345
1731071821.73,7.68,1.259,0.0,1.66,7308.7,10713.05,0.0,6051.81,6537.03,0.0,4361.06816187273
